Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
19,No,Travel_Frequently,595,Research & Development,4,5,Other,1,142,3,Female,39,1,4,Manager,3,Married,6572,15773,1,Y,No,19,3,2,80,2,15,4,3,35,14,12,7
22,No,Travel_Rarely,139,Human Resources,16,2,Life Sciences,1,143,4,Male,96,1,3,Human Resources,3,Married,7037,19055,9,Y,Yes,23,3,1,80,2,39,0,4,2,9,12,3
41,No,Travel_Rarely,1419,Research & Development,6,5,Other,1,144,1,Male,44,2,5,Laboratory Technician,4,Married,17897,24027,0,Y,No,19,3,4,80,3,4,4,1,40,6,4,4
48,No,Travel_Rarely,1224,Research & Development,4,4,Other,1,145,1,Male,92,4,5,Manufacturing Director,4,Single,10286,16032,3,Y,No,11,3,2,80,0,27,2,1,27,9,10,13
27,No,Travel_Rarely,1340,Sales,9,2,Other,1,146,2,Female,71,2,5,Sales Representative,2,Single,15481,23739,7,Y,Yes,14,3,3,80,3,34,0,4,2,18,5,0
24,No,Travel_Rarely,596,Research & Development,21,4,Medical,1,147,2,Male,36,2,1,Laboratory Technician,1,Single,9532,5105,0,Y,No,16,3,4,80,2,7,6,3,9,5,9,2
54,No,Travel_Frequently,882,Research & Development,15,2,Medical,1,148,4,Female,61,4,5,Laboratory Technician,4,Married,14268,2458,9,Y,Yes,18,3,4,80,0,31,3,2,6,5,6,16
50,No,Travel_Rarely,742,Research & Development,5,2,Medical,1,149,2,Female,64,4,1,Laboratory Technician,2,Single,11042,13672,6,Y,No,16,3,2,80,3,26,2,2,36,16,9,17
45,No,Travel_Frequently,766,Sales,22,2,Marketing,1,150,3,Male,48,2,4,Sales Representative,2,Single,6300,8690,9,Y,Yes,24,4,1,80,1,13,5,3,29,7,11,1
38,No,Travel_Rarely,925,Research & Development,15,4,Technical Degree,1,151,4,Male,72,1,4,Manufacturing Director,1,Married,17650,20901,8,Y,No,15,3,4,80,1,7,5,3,15,17,5,2
36,No,Non-Travel,732,Research & Development,6,2,Life Sciences,1,152,4,Male,91,3,2,Manufacturing Director,3,Married,14472,10485,8,Y,Yes,21,3,2,80,0,38,1,1,21,18,0,5
18,No,Travel_Rarely,1182,Sales,21,3,Technical Degree,1,153,3,Female,92,3,1,Manager,3,Married,15619,12231,2,Y,No,16,3,4,80,0,8,6,2,14,1,1,10
26,Yes,Travel_Rarely,184,Research & Development,29,3,Medical,1,154,4,Female,67,4,5,Laboratory Technician,4,Single,19015,15415,2,Y,Yes,25,3,4,80,0,38,3,4,16,12,14,3
56,No,Travel_Rarely,371,Sales,16,1,Technical Degree,1,155,3,Male,93,4,5,Manager,3,Divorced,5733,26040,2,Y,No,24,3,2,80,1,26,1,1,26,1,15,17
32,No,Travel_Rarely,1349,Research & Development,5,2,Medical,1,156,1,Male,95,3,1,Manager,3,Married,2747,3883,1,Y,No,22,3,1,80,1,35,3,4,7,16,11,8
48,No,Travel_Rarely,1335,Sales,9,2,Human Resources,1,157,3,Female,36,1,4,Sales Executive,3,Married,12066,15856,6,Y,No,22,4,2,80,1,12,1,2,31,2,1,9
48,No,Travel_Frequently,1245,Research & Development,18,2,Medical,1,158,2,Male,75,1,1,Laboratory Technician,4,Single,7203,11781,0,Y,No,20,3,1,80,2,1,5,1,38,16,9,3
31,No,Travel_Rarely,617,Research & Development,29,5,Human Resources,1,159,2,Male,84,3,3,Laboratory Technician,4,Single,9284,2990,4,Y,Yes,19,3,2,80,3,26,1,3,39,14,6,5
26,No,Travel_Rarely,739,Research & Development,27,2,Medical,1,160,3,Male,31,3,2,Laboratory Technician,4,Married,5465,22383,5,Y,No,19,3,2,80,3,15,3,3,7,10,3,13
47,No,Travel_Rarely,137,Sales,28,3,Life Sciences,1,161,2,Male,72,2,4,Sales Representative,2,Single,8576,24857,5,Y,No,11,3,3,80,1,22,0,2,16,3,6,11
22,No,Non-Travel,492,Research & Development,25,4,Medical,1,162,1,Female,94,2,3,Research Scientist,2,Married,8477,6407,4,Y,No,25,3,1,80,3,18,6,4,10,5,12,4
39,No,Travel_Rarely,1117,Sales,17,4,Marketing,1,163,4,Female,49,3,3,Sales Executive,1,Single,7666,21016,2,Y,No,25,3,4,80,2,13,2,1,26,8,15,7
56,No,Travel_Rarely,581,Sales,19,4,Human Resources,1,164,3,Male,90,2,4,Sales Representative,4,Single,15106,19559,1,Y,No,18,3,1,80,1,29,4,1,13,16,13,3
48,No,Travel_Rarely,773,Research & Development,22,3,Medical,1,165,3,Male,96,1,3,Manager,3,Single,12264,19661,9,Y,Yes,24,3,4,80,0,20,2,3,16,17,3,7
50,No,Travel_Rarely,274,Research & Development,21,5,Other,1,166,4,Female,75,4,1,Laboratory Technician,4,Single,10015,13558,4,Y,No,17,3,2,80,1,26,3,3,5,9,8,3
21,No,Travel_Rarely,795,Research & Development,19,5,Other,1,167,3,Male,74,2,3,Healthcare Representative,4,Married,3149,10068,5,Y,Yes,12,4,2,80,0,27,3,3,22,4,8,17
26,No,Travel_Rarely,1111,Research & Development,4,2,Marketing,1,168,3,Male,67,2,4,Manufacturing Director,2,Single,11847,3854,5,Y,No,23,3,4,80,0,27,2,4,21,10,4,5
29,No,Travel_Rarely,901,Research & Development,26,1,Marketing,1,169,4,Male,59,1,3,Healthcare Representative,1,Married,4332,2963,3,Y,Yes,18,3,3,80,3,13,3,4,22,15,6,8
30,Yes,Travel_Rarely,880,Human Resources,1,2,Human Resources,1,170,2,Female,62,2,1,Human Resources,1,Single,6975,6511,7,Y,No,25,3,1,80,0,31,4,3,13,10,6,11
26,No,Travel_Rarely,1380,Sales,13,5,Other,1,171,4,Female,67,4,1,Sales Representative,4,Married,8888,15240,3,Y,No,14,3,3,80,2,9,1,3,30,16,1,0
59,Yes,Travel_Rarely,429,Research & Development,13,5,Medical,1,172,3,Female,64,1,2,Manager,2,Divorced,3692,5606,4,Y,No,18,3,3,80,0,38,0,4,24,0,6,3
25,No,Non-Travel,520,Sales,29,4,Human Resources,1,173,1,Male,88,1,4,Sales Executive,2,Divorced,8405,19194,8,Y,No,21,3,4,80,2,33,1,4,7,9,5,17
48,No,Travel_Rarely,972,Human Resources,3,4,Marketing,1,174,1,Female,84,1,2,Manager,4,Married,6078,17528,3,Y,No,13,3,3,80,3,22,2,1,15,0,4,12
43,No,Travel_Rarely,773,Sales,14,2,Life Sciences,1,175,4,Male,54,1,5,Sales Representative,2,Married,17146,10676,6,Y,No,25,3,4,80,1,7,1,3,27,11,9,4
44,No,Travel_Rarely,1470,Sales,11,3,Other,1,176,4,Female,66,3,2,Sales Representative,4,Married,17335,4268,6,Y,No,20,4,3,80,0,37,1,4,4,11,11,7
27,No,Travel_Rarely,185,Research & Development,3,1,Human Resources,1,177,4,Male,45,2,3,Research Director,3,Divorced,1095,14980,0,Y,No,13,4,1,80,0,22,4,1,14,5,0,15
31,No,Travel_Frequently,273,Human Resources,7,3,Marketing,1,178,1,Male,42,4,4,Manager,4,Married,12449,22592,6,Y,Yes,22,3,3,80,3,33,4,4,35,15,5,3
44,No,Travel_Rarely,580,Research & Development,13,1,Other,1,179,4,Male,56,2,4,Research Scientist,1,Single,13173,11900,8,Y,No,24,3,4,80,0,1,6,3,18,18,0,5
30,No,Travel_Rarely,742,Research & Development,27,1,Medical,1,180,4,Male,34,3,1,Healthcare Representative,2,Married,8187,22184,2,Y,No,16,4,1,80,1,13,5,1,20,8,13,4
47,No,Travel_Rarely,1346,Research & Development,12,5,Human Resources,1,181,4,Male,90,1,1,Research Director,1,Single,9918,9222,9,Y,No,20,3,2,80,3,12,2,3,27,8,14,11
19,No,Travel_Rarely,792,Research & Development,26,5,Marketing,1,182,2,Male,38,2,1,Healthcare Representative,1,Married,16010,4088,0,Y,Yes,22,3,1,80,2,33,6,2,13,3,7,9
21,No,Non-Travel,713,Research & Development,22,4,Medical,1,183,3,Female,53,2,5,Manufacturing Director,4,Single,8186,18282,1,Y,No,13,3,4,80,3,19,6,2,33,0,15,9
49,Yes,Travel_Rarely,335,Research & Development,24,4,Technical Degree,1,184,2,Female,47,1,1,Research Director,3,Single,2233,24215,9,Y,No,18,3,3,80,3,4,1,3,0,7,10,6
44,No,Travel_Rarely,709,Research & Development,25,2,Medical,1,185,1,Male,44,2,1,Manufacturing Director,2,Divorced,8083,24101,8,Y,No,19,3,3,80,2,25,1,3,19,8,13,5
19,No,Travel_Frequently,845,Research & Development,21,3,Technical Degree,1,186,3,Male,56,2,4,Healthcare Representative,2,Married,5830,25982,7,Y,No,15,3,4,80,3,6,6,4,24,14,15,9
56,No,Travel_Frequently,918,Research & Development,22,4,Other,1,187,1,Male,81,2,4,Manager,1,Married,8277,4777,6,Y,Yes,15,3,4,80,0,18,6,2,9,16,9,14
18,No,Travel_Rarely,949,Sales,5,3,Marketing,1,188,1,Male,93,3,5,Manager,1,Divorced,5378,3176,2,Y,No,20,3,2,80,0,40,5,1,32,2,7,14
59,No,Travel_Rarely,702,Research & Development,21,2,Other,1,189,1,Male,43,4,2,Research Director,4,Divorced,3855,16277,4,Y,No,22,3,4,80,1,17,3,4,3,2,11,14
49,Yes,Travel_Rarely,321,Sales,2,2,Marketing,1,190,2,Female,46,4,4,Manager,1,Married,19722,25762,5,Y,No,16,3,2,80,3,17,6,2,26,10,2,0
60,No,Travel_Frequently,315,Human Resources,22,5,Human Resources,1,191,1,Female,63,1,1,Human Resources,2,Divorced,3456,26948,0,Y,No,13,3,4,80,2,1,5,4,25,7,4,8
58,No,Travel_Rarely,318,Sales,19,2,Medical,1,192,4,Male,52,3,3,Sales Representative,1,Married,14418,9054,5,Y,Yes,22,3,4,80,1,18,5,4,32,13,8,7
31,No,Travel_Rarely,966,Sales,22,5,Other,1,193,4,Female,86,4,1,Manager,4,Single,14636,11438,0,Y,No,13,3,1,80,0,39,4,1,8,6,3,16
50,No,Travel_Frequently,1299,Research & Development,19,4,Technical Degree,1,194,4,Female,45,4,5,Research Scientist,1,Divorced,12741,18650,1,Y,Yes,11,3,4,80,3,38,1,2,6,7,7,7
27,No,Travel_Rarely,1336,Sales,11,5,Human Resources,1,195,2,Male,58,2,3,Manager,2,Married,18318,24848,1,Y,No,15,3,3,80,3,39,5,1,23,8,13,4
38,No,Travel_Rarely,537,Sales,11,3,Medical,1,196,1,Female,68,4,2,Sales Executive,4,Divorced,1103,6447,1,Y,No,23,4,4,80,0,14,6,3,39,11,12,4
28,No,Travel_Rarely,213,Research & Development,18,2,Medical,1,197,3,Male,57,4,5,Research Director,3,Single,6737,26393,0,Y,Yes,22,3,1,80,1,2,6,4,32,1,14,3
38,No,Travel_Frequently,983,Research & Development,14,1,Human Resources,1,198,3,Male,73,2,1,Manufacturing Director,2,Single,4509,22453,9,Y,No,15,4,3,80,2,9,4,3,8,16,13,7
55,No,Travel_Rarely,155,Sales,10,3,Human Resources,1,199,1,Female,86,4,4,Sales Representative,3,Single,11965,3790,8,Y,No,18,3,1,80,0,8,0,2,16,6,5,4
36,Yes,Travel_Rarely,978,Research & Development,15,2,Other,1,200,4,Female,67,3,3,Manufacturing Director,2,Married,13078,23062,5,Y,No,25,3,4,80,2,3,5,4,10,4,11,10
21,No,Travel_Rarely,637,Research & Development,16,1,Marketing,1,201,2,Male,62,4,4,Manufacturing Director,2,Divorced,18061,18074,3,Y,Yes,21,3,4,80,3,29,1,1,31,12,5,4
31,No,Travel_Frequently,1275,Human Resources,7,5,Marketing,1,202,4,Male,97,3,2,Human Resources,3,Married,8220,26460,1,Y,No,22,3,3,80,3,21,1,1,21,2,15,10
51,Yes,Travel_Frequently,976,Research & Development,19,5,Technical Degree,1,203,1,Female,99,4,5,Manufacturing Director,2,Single,5488,7308,9,Y,No,12,3,1,80,3,29,0,2,17,11,2,11
40,No,Travel_Rarely,1136,Sales,10,2,Other,1,204,2,Male,100,4,3,Sales Representative,4,Married,18562,26814,7,Y,No,14,3,3,80,3,8,1,4,0,1,4,12
42,No,Travel_Rarely,669,Sales,8,4,Medical,1,205,2,Female,31,4,3,Manager,2,Married,13789,3278,7,Y,No,12,3,2,80,1,28,3,4,25,5,15,15
36,No,Non-Travel,1277,Sales,13,3,Life Sciences,1,206,1,Female,89,2,3,Sales Representative,4,Married,15531,3983,4,Y,No,25,3,4,80,1,2,1,3,18,13,3,1
30,No,Travel_Frequently,836,Sales,3,3,Life Sciences,1,207,3,Male,93,3,2,Sales Representative,1,Married,9459,13244,0,Y,No,16,3,1,80,1,29,2,4,1,7,9,0
43,No,Travel_Rarely,976,Research & Development,18,4,Marketing,1,208,4,Female,87,3,2,Healthcare Representative,3,Single,9505,18481,6,Y,Yes,18,3,2,80,3,33,3,4,8,17,4,8
45,No,Travel_Rarely,606,Sales,22,3,Other,1,209,3,Female,83,4,1,Manager,3,Married,8397,6251,4,Y,Yes,19,3,2,80,2,10,3,3,29,6,4,9
56,Yes,Non-Travel,730,Research & Development,28,5,Marketing,1,210,2,Female,55,2,3,Research Scientist,3,Married,15243,8894,2,Y,No,18,3,4,80,1,13,2,1,30,13,10,13
44,No,Non-Travel,1276,Research & Development,9,1,Technical Degree,1,211,3,Male,81,2,3,Manager,2,Single,5008,11804,3,Y,No,11,3,2,80,2,17,3,4,20,0,12,4
60,Yes,Travel_Rarely,652,Research & Development,16,4,Marketing,1,212,2,Male,71,3,2,Laboratory Technician,3,Married,19532,5221,0,Y,No,24,4,4,80,0,23,6,3,31,18,3,8
53,Yes,Travel_Rarely,131,Sales,15,5,Medical,1,213,2,Male,89,4,5,Sales Executive,1,Married,4349,6476,8,Y,Yes,16,4,4,80,1,21,1,1,30,11,15,11
21,Yes,Travel_Rarely,631,Research & Development,22,5,Other,1,214,4,Female,54,4,1,Manager,3,Married,9763,5799,1,Y,Yes,24,3,3,80,0,4,0,4,25,13,1,11
34,No,Travel_Frequently,649,Research & Development,19,1,Other,1,215,3,Female,82,1,5,Research Scientist,4,Single,6983,25855,8,Y,No,22,4,1,80,3,15,5,2,8,6,1,9
34,No,Travel_Rarely,686,Research & Development,24,1,Human Resources,1,216,2,Female,85,4,5,Healthcare Representative,2,Single,13211,25416,9,Y,No,21,3,1,80,0,20,0,4,17,5,15,10
18,No,Travel_Rarely,200,Sales,25,4,Other,1,217,2,Male,89,4,1,Manager,1,Married,13936,17749,0,Y,No,21,3,1,80,3,25,5,2,33,8,0,2
25,No,Travel_Rarely,282,Sales,4,5,Marketing,1,218,4,Male,42,1,4,Manager,3,Single,18455,19120,6,Y,No,25,3,4,80,0,25,2,1,12,4,5,8
50,No,Non-Travel,555,Human Resources,11,5,Other,1,219,3,Male,91,1,2,Manager,4,Divorced,15997,5508,0,Y,Yes,15,3,3,80,0,27,5,2,27,0,1,9
33,Yes,Travel_Frequently,694,Research & Development,19,5,Marketing,1,220,1,Female,45,1,1,Healthcare Representative,2,Married,5731,3350,8,Y,No,15,3,2,80,2,18,1,2,33,12,3,1
24,No,Non-Travel,142,Sales,16,1,Human Resources,1,221,4,Male,96,4,5,Sales Executive,1,Married,4933,11483,5,Y,No,21,3,3,80,0,20,1,4,21,13,1,17
30,No,Travel_Rarely,646,Research & Development,14,3,Technical Degree,1,222,3,Female,32,4,1,Healthcare Representative,2,Married,17845,26607,0,Y,No,14,3,3,80,0,13,2,1,20,12,5,11
29,No,Travel_Frequently,549,Research & Development,6,4,Human Resources,1,223,2,Male,45,3,2,Research Scientist,4,Married,10274,13996,7,Y,Yes,23,3,4,80,1,11,2,4,7,10,4,12
25,No,Travel_Frequently,150,Human Resources,17,4,Medical,1,224,4,Male,73,3,1,Human Resources,2,Single,2861,22213,7,Y,No,11,3,1,80,2,12,5,1,20,9,2,9
22,No,Travel_Rarely,452,Sales,22,4,Life Sciences,1,225,4,Female,68,2,1,Sales Executive,3,Single,16676,11305,9,Y,No,24,3,1,80,0,17,4,4,1,18,11,16
50,No,Travel_Rarely,486,Human Resources,2,2,Life Sciences,1,226,4,Male,78,4,1,Human Resources,2,Married,13323,9794,4,Y,No,16,3,4,80,0,4,6,3,4,10,0,0
53,Yes,Non-Travel,302,Sales,18,3,Technical Degree,1,227,2,Male,58,1,5,Manager,3,Married,1494,22321,9,Y,No,11,4,2,80,1,8,4,2,22,13,7,17
39,No,Travel_Rarely,1153,Research & Development,27,3,Human Resources,1,228,4,Female,30,2,1,Laboratory Technician,2,Divorced,15875,13821,6,Y,Yes,20,3,4,80,2,4,1,4,8,7,4,3
44,No,Travel_Rarely,203,Research & Development,17,5,Technical Degree,1,229,4,Male,73,1,4,Manager,2,Married,12543,20323,5,Y,No,15,3,4,80,0,16,0,2,14,0,10,15
57,No,Travel_Rarely,909,Sales,28,2,Other,1,230,4,Female,66,4,1,Sales Representative,3,Married,12680,20190,3,Y,No,15,3,1,80,1,20,1,3,14,6,5,1
54,No,Travel_Rarely,1032,Sales,11,2,Marketing,1,231,3,Female,66,3,5,Sales Representative,3,Single,17435,20202,2,Y,No,18,4,2,80,0,6,6,1,19,13,7,5
19,No,Travel_Rarely,1229,Research & Development,1,1,Human Resources,1,232,2,Female,56,3,5,Healthcare Representative,2,Single,10419,18931,6,Y,No,19,3,3,80,1,5,5,1,28,12,12,10
58,No,Travel_Frequently,864,Human Resources,20,1,Human Resources,1,233,1,Male,93,4,4,Human Resources,2,Divorced,9768,22253,7,Y,No,13,3,1,80,1,21,5,2,18,13,2,11
20,No,Travel_Rarely,860,Research & Development,7,5,Medical,1,234,4,Male,86,1,5,Manufacturing Director,1,Single,12733,13627,0,Y,No,11,3,4,80,2,9,1,1,34,14,6,0
19,No,Travel_Frequently,1165,Human Resources,1,5,Human Resources,1,235,3,Female,42,4,2,Manager,3,Divorced,4765,9645,4,Y,Yes,17,3,1,80,0,35,3,1,19,4,8,6
35,No,Travel_Rarely,1296,Research & Development,6,2,Life Sciences,1,236,4,Male,32,1,4,Research Director,2,Single,3889,14855,0,Y,Yes,16,3,1,80,3,6,4,2,40,15,11,15
50,No,Travel_Rarely,396,Research & Development,28,4,Technical Degree,1,237,3,Female,42,4,2,Research Director,3,Married,17033,10178,3,Y,Yes,19,3,3,80,0,19,6,3,40,13,8,3
21,Yes,Travel_Frequently,1214,Research & Development,23,3,Marketing,1,238,3,Female,33,3,4,Laboratory Technician,2,Single,5102,3170,7,Y,No,22,3,1,80,3,32,4,1,17,5,11,17
30,No,Travel_Rarely,748,Sales,8,5,Medical,1,239,1,Male,80,4,5,Sales Executive,4,Married,10587,11105,6,Y,Yes,20,3,3,80,2,4,0,4,31,9,12,12
29,No,Travel_Rarely,239,Sales,18,2,Human Resources,1,240,2,Male,74,1,4,Sales Executive,3,Single,6134,14562,1,Y,No,12,4,2,80,1,18,5,4,18,16,12,17
35,No,Travel_Frequently,958,Research & Development,10,5,Technical Degree,1,241,3,Female,62,4,2,Laboratory Technician,2,Married,5385,15054,7,Y,No,25,3,2,80,1,19,6,4,35,3,9,16
60,No,Travel_Rarely,1467,Research & Development,6,2,Life Sciences,1,242,1,Male,72,4,4,Laboratory Technician,2,Divorced,12361,10568,0,Y,No,21,4,4,80,3,22,0,1,31,5,14,4
32,No,Travel_Rarely,298,Sales,29,4,Life Sciences,1,243,1,Male,87,1,5,Manager,3,Married,16246,20162,0,Y,No,11,3,1,80,3,36,2,4,13,3,0,16
26,No,Travel_Rarely,122,Research & Development,24,2,Life Sciences,1,244,3,Female,89,3,5,Research Scientist,1,Single,9401,9193,9,Y,Yes,22,3,2,80,2,23,6,1,13,5,7,8
23,No,Non-Travel,1383,Research & Development,11,4,Medical,1,245,1,Male,60,4,4,Research Director,1,Divorced,3643,18222,0,Y,No,24,3,1,80,0,15,6,1,36,3,12,4
26,No,Travel_Rarely,936,Research & Development,11,2,Life Sciences,1,246,3,Male,72,2,4,Healthcare Representative,1,Married,5651,8809,2,Y,No,19,3,1,80,3,16,6,3,22,15,1,16
23,Yes,Travel_Rarely,408,Research & Development,24,5,Medical,1,247,2,Female,70,2,4,Manager,2,Single,4134,26666,1,Y,No,23,3,1,80,1,25,6,4,28,18,13,8
42,No,Non-Travel,1209,Research & Development,14,4,Other,1,248,2,Female,97,2,4,Manufacturing Director,2,Married,17774,18256,5,Y,No,24,3,2,80,0,12,0,1,27,18,0,12
36,Yes,Travel_Rarely,652,Research & Development,11,2,Human Resources,1,249,1,Male,84,3,1,Research Scientist,2,Divorced,7077,15962,5,Y,No,25,3,2,80,3,28,1,2,6,6,12,10
39,No,Travel_Rarely,565,Research & Development,12,5,Other,1,250,2,Female,52,4,5,Healthcare Representative,1,Married,8110,12785,8,Y,No,25,3,2,80,0,15,3,2,9,17,2,5
53,No,Travel_Rarely,507,Research & Development,13,4,Marketing,1,251,3,Female,92,3,1,Research Scientist,2,Married,2358,20922,9,Y,Yes,13,3,1,80,1,2,4,3,36,1,10,17
42,No,Travel_Rarely,938,Research & Development,16,3,Other,1,252,3,Male,58,3,3,Manager,2,Married,9479,12699,7,Y,No,11,3,1,80,0,21,2,3,11,2,13,15
24,No,Travel_Rarely,290,Research & Development,2,1,Human Resources,1,253,2,Male,83,4,2,Manager,2,Married,18365,22099,4,Y,No,20,3,1,80,1,10,1,3,35,6,13,9
34,No,Travel_Rarely,608,Sales,14,5,Life Sciences,1,254,1,Female,99,4,2,Sales Executive,3,Married,8789,6058,0,Y,Yes,21,3,3,80,3,14,1,1,14,5,9,10
31,No,Travel_Rarely,528,Sales,13,4,Human Resources,1,255,4,Male,87,2,2,Manager,2,Married,13376,22521,9,Y,Yes,19,3,4,80,0,13,4,4,34,17,14,1
53,No,Travel_Rarely,186,Research & Development,8,4,Other,1,256,4,Female,37,4,1,Laboratory Technician,4,Married,4464,26050,5,Y,No,14,3,1,80,0,5,6,3,23,14,2,13
31,No,Travel_Rarely,1168,Research & Development,11,5,Marketing,1,257,4,Male,44,2,3,Laboratory Technician,4,Single,3723,8136,2,Y,No,25,4,1,80,3,11,5,3,4,14,3,16
23,No,Travel_Rarely,113,Sales,13,4,Marketing,1,258,2,Male,86,3,3,Manager,3,Married,14903,7671,5,Y,Yes,17,3,4,80,0,37,1,2,11,15,2,17
49,No,Travel_Rarely,1443,Sales,11,2,Marketing,1,259,3,Male,38,2,3,Manager,3,Divorced,2257,25876,3,Y,No,22,4,3,80,0,13,1,1,39,13,11,10
36,No,Travel_Rarely,234,Research & Development,27,2,Life Sciences,1,260,1,Male,30,4,1,Laboratory Technician,1,Single,9525,12208,3,Y,No,20,3,3,80,2,30,1,3,8,9,14,17
22,No,Travel_Frequently,602,Sales,16,1,Medical,1,261,4,Female,48,3,4,Manager,3,Single,7023,19412,4,Y,No,24,3,1,80,1,16,5,2,9,1,14,14
47,No,Travel_Rarely,239,Research & Development,15,1,Medical,1,262,1,Male,64,3,1,Healthcare Representative,2,Single,1317,6831,7,Y,No,21,3,4,80,3,2,0,1,6,0,8,9
27,No,Travel_Rarely,614,Research & Development,8,4,Life Sciences,1,263,2,Female,39,2,5,Manager,2,Single,11097,12742,1,Y,No,20,3,3,80,0,34,4,3,24,18,2,14
55,No,Travel_Rarely,956,Sales,27,5,Technical Degree,1,264,4,Male,40,3,1,Sales Executive,4,Divorced,19316,19606,9,Y,Yes,23,3,1,80,2,37,4,2,33,9,2,2
53,No,Travel_Frequently,224,Human Resources,1,1,Marketing,1,265,3,Female,54,4,1,Human Resources,1,Married,2322,24381,0,Y,No,11,3,1,80,3,9,4,4,38,18,10,12
33,No,Travel_Rarely,837,Sales,16,3,Medical,1,266,4,Female,72,2,2,Manager,2,Married,16501,12956,1,Y,Yes,21,4,3,80,2,6,6,3,36,0,14,11
41,No,Travel_Frequently,1181,Sales,5,1,Medical,1,267,2,Male,68,4,3,Manager,4,Married,11248,3965,6,Y,No,19,3,4,80,0,38,4,2,36,12,15,8
42,No,Travel_Rarely,738,Sales,23,3,Human Resources,1,268,1,Male,86,2,5,Manager,4,Married,14750,12396,1,Y,No,22,3,4,80,0,4,4,1,37,5,11,11
46,No,Travel_Rarely,259,Sales,11,4,Other,1,269,1,Female,99,1,3,Sales Representative,3,Divorced,2842,18106,7,Y,No,14,3,3,80,0,36,3,2,23,6,14,15
20,No,Travel_Frequently,1069,Sales,9,5,Marketing,1,270,1,Female,32,3,2,Sales Executive,3,Divorced,17513,23889,7,Y,No,19,3,3,80,3,7,4,1,33,12,7,10
31,Yes,Travel_Rarely,362,Sales,2,5,Other,1,271,1,Male,78,3,5,Manager,4,Married,1225,22862,4,Y,No,15,3,3,80,0,35,2,1,26,9,3,6
25,No,Travel_Rarely,125,Sales,23,2,Marketing,1,272,2,Male,41,2,2,Sales Executive,1,Married,18230,21009,4,Y,No,12,3,1,80,0,38,0,2,5,2,7,7
47,No,Non-Travel,712,Sales,12,5,Medical,1,273,1,Female,55,3,5,Sales Representative,2,Married,13501,6211,9,Y,Yes,19,3,2,80,1,9,0,3,0,18,1,10
20,Yes,Travel_Rarely,480,Research & Development,8,4,Other,1,274,1,Male,54,3,3,Healthcare Representative,1,Divorced,7418,15042,7,Y,No,11,3,1,80,1,9,5,1,4,13,10,10
40,No,Travel_Rarely,141,Research & Development,25,2,Other,1,275,2,Female,79,4,2,Research Director,2,Single,1143,16442,6,Y,No,12,3,4,80,0,4,4,1,14,6,5,5
49,No,Travel_Rarely,1188,Research & Development,1,2,Technical Degree,1,276,3,Male,48,4,2,Laboratory Technician,4,Married,12611,13764,1,Y,No,18,4,3,80,1,32,2,1,20,11,5,9
58,Yes,Travel_Rarely,940,Research & Development,14,1,Technical Degree,1,277,3,Male,93,4,1,Research Scientist,3,Married,2669,25083,5,Y,No,24,3,4,80,3,14,5,4,26,2,0,5
30,Yes,Travel_Frequently,1374,Research & Development,5,5,Life Sciences,1,278,1,Female,57,2,4,Manufacturing Director,4,Married,12570,26001,0,Y,No,21,4,2,80,0,26,3,4,21,8,15,17
18,No,Travel_Rarely,773,Research & Development,4,2,Technical Degree,1,279,4,Male,87,1,3,Healthcare Representative,3,Divorced,15691,7329,2,Y,No,11,3,4,80,3,25,1,2,15,8,6,9
49,No,Non-Travel,714,Research & Development,1,2,Technical Degree,1,280,3,Female,97,1,4,Manufacturing Director,4,Married,6085,25915,6,Y,No,12,3,4,80,2,21,4,2,30,7,12,15
18,No,Travel_Rarely,1279,Sales,6,3,Marketing,1,281,2,Male,66,3,4,Manager,1,Single,5542,23177,4,Y,Yes,17,4,3,80,1,9,2,2,35,9,8,6
20,Yes,Non-Travel,215,Sales,28,1,Medical,1,282,2,Male,37,3,1,Sales Executive,2,Married,5224,19647,9,Y,No,17,3,4,80,2,14,6,3,9,17,10,7
60,Yes,Travel_Frequently,607,Sales,13,5,Human Resources,1,283,4,Male,79,3,5,Manager,2,Divorced,5278,11594,9,Y,No,11,3,3,80,1,20,5,3,10,0,7,5
55,No,Non-Travel,1218,Sales,29,4,Marketing,1,284,2,Male,60,1,3,Manager,4,Married,3172,21026,0,Y,No,14,3,3,80,0,3,5,2,38,10,10,10
48,No,Travel_Rarely,510,Research & Development,8,1,Medical,1,285,1,Female,54,3,4,Research Director,3,Divorced,5751,16693,8,Y,No,12,3,1,80,0,16,4,3,39,17,3,11
53,No,Travel_Rarely,1339,Research & Development,23,1,Other,1,286,2,Female,62,4,1,Manager,1,Divorced,13530,24486,8,Y,No,19,3,4,80,0,29,4,1,12,16,15,10
